Site Occupation Location,Toponyms,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area
2868,casale Cerroncino,A,Late Imperial Period,10,300,500,200,0.80188537
2869,,A,Republican Period,7,-100,-30,70,1.015887
2870,,A,Early Imperial Period,8,-30,100,130,2.0749917
2870,,A,Mid-Imperial Period,9,100,300,200,2.0749917
2870,,A,Late Imperial Period,10,300,500,200,2.0749917
2871,,A,Early Imperial Period,8,-30,100,130,0.48536155
2871,,A,Mid-Imperial Period,9,100,300,200,0.48536155
2871,,A,Late Imperial Period,10,300,500,200,0.48536155
2872,,A,Early Imperial Period,8,-30,100,130,1.2914857
2872,,A,Mid-Imperial Period,9,100,300,200,1.2914857
2872,,A,Late Imperial Period,10,300,500,200,1.2914857
2873,casale Vigna di Salone,A,Late Iron Age,5,-600,-580,20,1.3124681
2873,casale Vigna di Salone,A,Archaic Period,6,-580,-500,80,1.3124681
2873,casale Vigna di Salone,B,Republican Period,7,-200,-30,170,1.3124681
2873,casale Vigna di Salone,B,Early Imperial Period,8,-30,100,130,1.3124681
2873,casale Vigna di Salone,B,Mid-Imperial Period,9,100,300,200,1.3124681
2873,casale Vigna di Salone,B,Late Imperial Period,10,300,500,200,1.3124681
2874,casale Vigna di Salone,A,Late Iron Age,5,-600,-580,20,0.46629974
2874,casale Vigna di Salone,A,Archaic Period,6,-580,-500,80,0.46629974
2874,casale Vigna di Salone,B,Early Imperial Period,8,-30,100,130,0.46629974
2874,casale Vigna di Salone,B,Mid-Imperial Period,9,100,300,200,0.46629974
2874,casale Vigna di Salone,B,Late Imperial Period,10,300,500,200,0.46629974
2875,Vacchereccia,A,Archaic Period,6,-400,-350,50,0.75444067
2875,Vacchereccia,A,Republican Period,7,-350,-200,150,0.75444067
2875,Vacchereccia,B,Early Imperial Period,8,-30,100,130,0.75444067
2875,Vacchereccia,B,Mid-Imperial Period,9,100,300,200,0.75444067
2875,Vacchereccia,B,Late Imperial Period,10,300,500,200,0.75444067
2876,Valle Maggiore,A,Early Imperial Period,8,-30,100,130,0.81566817
2876,Valle Maggiore,A,Mid-Imperial Period,9,100,300,200,0.81566817
2876,Valle Maggiore,A,Late Imperial Period,10,300,500,200,0.81566817
2877,Centro Cavalli,A,Early Imperial Period,8,-30,100,130,0.32361004
2877,Centro Cavalli,A,Mid-Imperial Period,9,100,300,200,0.32361004
2877,Centro Cavalli,A,Late Imperial Period,10,300,500,200,0.32361004
2878,,A,Early Imperial Period,8,-30,100,130,2.5724776
2878,,A,Mid-Imperial Period,9,100,300,200,2.5724776
2878,,A,Late Imperial Period,10,300,500,200,2.5724776
2879,,A,Early Imperial Period,8,-30,100,130,0.70702904
2879,,A,Mid-Imperial Period,9,100,300,200,0.70702904
2879,,A,Late Imperial Period,10,300,500,200,0.70702904
2880,,A,Archaic Period,6,-400,-350,50,1.2954465
2880,,A,Republican Period,7,-350,-300,50,1.2954465
2880,,B,Early Imperial Period,8,-30,100,130,1.2954465
2880,,B,Mid-Imperial Period,9,100,300,200,1.2954465
2880,,B,Late Imperial Period,10,300,500,200,1.2954465
2881,,A,Early Imperial Period,8,-30,100,130,2.1151283
2881,,A,Mid-Imperial Period,9,100,300,200,2.1151283
2881,,A,Late Imperial Period,10,300,500,200,2.1151283
2882,,A,Republican Period,7,-200,-30,170,0.61308616
2883,,A,Early Imperial Period,8,-30,100,130,0.89773989
2883,,A,Mid-Imperial Period,9,100,300,200,0.89773989
2883,,A,Late Imperial Period,10,300,500,200,0.89773989
2884,,A,Early Imperial Period,8,-30,100,130,2.3082705
2884,,A,Mid-Imperial Period,9,100,300,200,2.3082705
2884,,A,Late Imperial Period,10,300,500,200,2.3082705
2885,,A,Early Imperial Period,8,-30,100,130,0.46518239
2885,,A,Mid-Imperial Period,9,100,300,200,0.46518239
2885,,A,Late Imperial Period,10,300,500,200,0.46518239
2886,,A,Early Imperial Period,8,-30,100,130,0.63637072
2886,,A,Mid-Imperial Period,9,100,300,200,0.63637072
2886,,A,Late Imperial Period,10,300,500,200,0.63637072
2887,,A,Republican Period,7,-200,-30,170,1.3979747
2888,,A,Early Imperial Period,8,-30,100,130,0.66734612
2888,,A,Mid-Imperial Period,9,100,300,200,0.66734612
2888,,A,Late Imperial Period,10,300,500,200,0.66734612
2889,Tor Sapienza,A,Early Imperial Period,8,-30,100,130,0.6920386
2890,Tor Sapienza,A,Republican Period,7,-100,-30,70,0.59985226
2891,,A,Early Imperial Period,8,-30,100,130,0.68922561
2891,,A,Mid-Imperial Period,9,100,300,200,0.68922561
2891,,A,Late Imperial Period,10,300,500,200,0.68922561
2892,casale della Cervelletta,A,Republican Period,7,-200,-30,170,1.6653903
2892,casale della Cervelletta,B,Early Imperial Period,8,-30,100,130,1.6653903
2892,casale della Cervelletta,B,Mid-Imperial Period,9,100,300,200,1.6653903
2892,casale della Cervelletta,B,Late Imperial Period,10,300,500,200,1.6653903
2893,casale di Boccaleone,A,Early Imperial Period,8,-30,100,130,0.74096835
2893,casale di Boccaleone,A,Mid-Imperial Period,9,100,300,200,0.74096835
2893,casale di Boccaleone,A,Late Imperial Period,10,300,500,200,0.74096835
2894,,A,Early Imperial Period,8,-30,100,130,0.32595763
2894,,A,Mid-Imperial Period,9,100,300,200,0.32595763
2894,,A,Late Imperial Period,10,300,500,200,0.32595763
2895,,A,Republican Period,7,-100,-30,70,0.4665499
2896,,A,Republican Period,7,-100,-30,70,0.72142434
2896,,A,Early Imperial Period,8,-30,100,130,0.72142434
2896,,A,Mid-Imperial Period,9,100,300,200,0.72142434
2896,,A,Late Imperial Period,10,300,500,200,0.72142434
2897,,A,Early Imperial Period,8,-30,100,130,1.0261168
2897,,A,Mid-Imperial Period,9,100,300,200,1.0261168
2897,,A,Late Imperial Period,10,300,500,200,1.0261168
2898,,A,Late Iron Age,5,-600,-580,20,0.52890766
2898,,A,Archaic Period,6,-580,-400,180,0.52890766
2899,casale di Casa Rossa,A,Early Imperial Period,8,-30,100,130,0.75964952
2899,casale di Casa Rossa,A,Mid-Imperial Period,9,100,300,200,0.75964952
2899,casale di Casa Rossa,A,Late Imperial Period,10,300,500,200,0.75964952
2900,,A,Early Imperial Period,8,-30,100,130,0.54528791
2900,,A,Mid-Imperial Period,9,100,300,200,0.54528791
2900,,A,Late Imperial Period,10,300,500,200,0.54528791
2901,colle della Formicola,A,Early Imperial Period,8,-30,100,130,0.92771441
2901,colle della Formicola,A,Mid-Imperial Period,9,100,300,200,0.92771441
2901,colle della Formicola,A,Late Imperial Period,10,300,500,200,0.92771441
2902,Tor Sapienza,A,Early Imperial Period,8,-30,100,130,1.6876419
2902,Tor Sapienza,A,Mid-Imperial Period,9,100,300,200,1.6876419
2902,Tor Sapienza,A,Late Imperial Period,10,300,500,200,1.6876419
2903,Tor Sapienza,A,Early Imperial Period,8,-30,100,130,0.85703254
2903,Tor Sapienza,A,Mid-Imperial Period,9,100,300,200,0.85703254
2903,Tor Sapienza,A,Late Imperial Period,10,300,500,200,0.85703254
2904,,A,Early Imperial Period,8,-30,100,130,0.67370605
2904,,A,Mid-Imperial Period,9,100,300,200,0.67370605
2904,,A,Late Imperial Period,10,300,500,200,0.67370605
2905,,A,Republican Period,7,-300,-100,200,0.57140231
2905,,B,Early Imperial Period,8,-30,100,130,0.55261314
2905,,B,Mid-Imperial Period,9,100,300,200,0.55261314
2905,,B,Late Imperial Period,10,300,500,200,0.55261314
2906,fosso di Tor Tre Teste,A,Early Imperial Period,8,-30,100,130,0.40228856
2906,fosso di Tor Tre Teste,A,Mid-Imperial Period,9,100,300,200,0.40228856
2906,fosso di Tor Tre Teste,A,Late Imperial Period,10,300,500,200,0.40228856
2907,casale dell'Omo,A,Early Imperial Period,8,-30,100,130,0.6069265
2907,casale dell'Omo,A,Mid-Imperial Period,9,100,300,200,0.6069265
2907,casale dell'Omo,A,Late Imperial Period,10,300,500,200,0.6069265
2908,casale dell'Omo,A,Early Imperial Period,8,-30,100,130,0.43014091
2908,casale dell'Omo,A,Mid-Imperial Period,9,100,300,200,0.43014091
2908,casale dell'Omo,A,Late Imperial Period,10,300,500,200,0.43014091
2909,casale dell'Omo,A,Early Imperial Period,8,-30,100,130,0.72873986
2909,casale dell'Omo,A,Mid-Imperial Period,9,100,300,200,0.72873986
2909,casale dell'Omo,A,Late Imperial Period,10,300,500,200,0.72873986
2910,,A,Early Imperial Period,8,-30,100,130,0.86824751
2910,,A,Mid-Imperial Period,9,100,300,200,0.86824751
2910,,A,Late Imperial Period,10,300,500,200,0.86824751
2911,,A,Early Imperial Period,8,-30,100,130,0.83302855
2911,,A,Mid-Imperial Period,9,100,300,200,0.83302855
2911,,A,Late Imperial Period,10,300,500,200,0.83302855
2912,,A,Early Imperial Period,8,-30,100,130,0.99833089
2912,,A,Mid-Imperial Period,9,100,300,200,0.99833089
2912,,A,Late Imperial Period,10,300,500,200,0.99833089
2913,,A,Archaic Period,6,-400,-350,50,0.58529353
2913,,A,Republican Period,7,-350,-200,150,0.58529353
2914,,A,Early Imperial Period,8,-30,100,130,0.91622996
2914,,A,Mid-Imperial Period,9,100,300,200,0.91622996
2914,,A,Late Imperial Period,10,300,500,200,0.91622996
2915,,A,Early Imperial Period,8,-30,100,130,1.422973
2915,,A,Mid-Imperial Period,9,100,300,200,1.422973
2915,,A,Late Imperial Period,10,300,500,200,1.422973
2916,Colle Mentuccia,A,Late Iron Age,5,-600,-580,20,0.9194153
2916,Colle Mentuccia,A,Archaic Period,6,-580,-350,230,3.3522811
2916,Colle Mentuccia,A,Republican Period,7,-350,-30,320,3.3522811
2916,Colle Mentuccia,A,Early Imperial Period,8,-30,100,130,3.3522811
2916,Colle Mentuccia,A,Mid-Imperial Period,9,100,300,200,3.3522811
2916,Colle Mentuccia,A,Late Imperial Period,10,300,500,200,3.3522811
2917,,A,Early Imperial Period,8,-30,100,130,0.44757512
2917,,A,Mid-Imperial Period,9,100,300,200,0.44757512
2917,,A,Late Imperial Period,10,300,500,200,0.44757512
2918,,A,Early Imperial Period,8,-30,100,130,0.61009073
2918,,A,Mid-Imperial Period,9,100,300,200,0.61009073
2918,,A,Late Imperial Period,10,300,500,200,0.61009073
2919,,A,Early Imperial Period,8,-30,100,130,0.44442815
2919,,A,Mid-Imperial Period,9,100,300,200,0.44442815
2919,,A,Late Imperial Period,10,300,500,200,0.44442815
2920,Tor Angela Nuova,A,Late Iron Age,5,-600,-580,20,1.7666078
2920,Tor Angela Nuova,A,Archaic Period,6,-580,-350,230,1.9517201
2920,Tor Angela Nuova,A,Republican Period,7,-350,-30,320,4.2194481
2920,Tor Angela Nuova,A,Early Imperial Period,8,-30,100,130,10.470169
2920,Tor Angela Nuova,A,Mid-Imperial Period,9,100,300,200,10.470169
2920,Tor Angela Nuova,A,Late Imperial Period,10,300,500,200,10.470169
2921,casale Torragna,A,Early Imperial Period,8,-30,100,130,0.69365466
2921,casale Torragna,A,Mid-Imperial Period,9,100,300,200,0.69365466
2921,casale Torragna,A,Late Imperial Period,10,300,500,200,0.69365466
2922,,A,Late Iron Age,5,-600,-580,20,0.87386179
2922,,A,Archaic Period,6,-580,-500,80,0.87386179
2922,,B,Republican Period,7,-100,-30,70,1.4839293
2922,,B,Early Imperial Period,8,-30,100,130,1.4839293
2922,,B,Mid-Imperial Period,9,100,300,200,1.4839293
2922,,B,Late Imperial Period,10,300,500,200,1.4839293
2923,,A,Early Imperial Period,8,-30,100,130,1.0813167
2923,,A,Mid-Imperial Period,9,100,300,200,1.0813167
2923,,A,Late Imperial Period,10,300,500,200,1.0813167
2924,,A,Republican Period,7,-100,-30,70,1.1099007
2924,,A,Early Imperial Period,8,-30,100,130,1.1099007
2924,,A,Mid-Imperial Period,9,100,300,200,1.1099007
2924,,A,Late Imperial Period,10,300,500,200,1.1099007
2925,,A,Early Imperial Period,8,-30,100,130,0.85408688
2925,,A,Mid-Imperial Period,9,100,300,200,0.85408688
2925,,A,Late Imperial Period,10,300,500,200,0.85408688
2926,,A,Archaic Period,6,-400,-350,50,0.71277821
2926,,A,Republican Period,7,-350,-200,150,0.71277821
2927,,A,Early Imperial Period,8,-30,100,130,0.55718678
2927,,A,Mid-Imperial Period,9,100,300,200,0.55718678
2927,,A,Late Imperial Period,10,300,500,200,0.55718678
2928,,A,Late Iron Age,5,-600,-580,20,0.47329956
2928,,A,Archaic Period,6,-580,-500,80,0.47329956
2928,,B,Republican Period,7,-100,-30,70,0.47329956
2928,,B,Early Imperial Period,8,-30,100,130,0.47329956
2928,,B,Mid-Imperial Period,9,100,300,200,0.47329956
2928,,B,Late Imperial Period,10,300,500,200,0.47329956
2929,,A,Late Iron Age,5,-600,-580,20,0.86481708
2929,,A,Archaic Period,6,-580,-500,80,0.86481708
2930,,A,Early Imperial Period,8,-30,100,130,0.43327224
2930,,A,Mid-Imperial Period,9,100,300,200,0.43327224
2930,,A,Late Imperial Period,10,300,500,200,0.43327224
2931,,A,Late Iron Age,5,-600,-580,20,0.19488117
2931,,A,Archaic Period,6,-580,-500,80,0.19488117
2931,,B,Early Imperial Period,8,-30,100,130,0.77882385
2931,,B,Mid-Imperial Period,9,100,300,200,0.77882385
2931,,B,Late Imperial Period,10,300,500,200,0.77882385
2932,,A,Early Imperial Period,8,-30,100,130,0.44056118
2932,,A,Mid-Imperial Period,9,100,300,200,0.44056118
2932,,A,Late Imperial Period,10,300,500,200,0.44056118
2933,,A,Early Imperial Period,8,-30,100,130,0.81425864
2933,,A,Mid-Imperial Period,9,100,300,200,0.81425864
2933,,A,Late Imperial Period,10,300,500,200,0.81425864
2934,,A,Early Imperial Period,8,-30,100,130,0.57829291
2934,,A,Mid-Imperial Period,9,100,300,200,0.57829291
2934,,A,Late Imperial Period,10,300,500,200,0.57829291
2935,,A,Early Imperial Period,8,-30,100,130,0.31475723
2935,,A,Mid-Imperial Period,9,100,300,200,0.31475723
2935,,A,Late Imperial Period,10,300,500,200,0.31475723
2936,,A,Late Iron Age,5,-600,-580,20,1.6878328
2936,,A,Archaic Period,6,-580,-350,230,1.6878328
2936,,A,Republican Period,7,-350,-30,320,1.6878328
2936,,A,Early Imperial Period,8,-30,100,130,1.6878328
2936,,A,Mid-Imperial Period,9,100,300,200,1.6878328
2936,,A,Late Imperial Period,10,300,500,200,1.6878328
2937,,A,Early Imperial Period,8,-30,100,130,0.49177244
2937,,A,Mid-Imperial Period,9,100,300,200,0.49177244
2937,,A,Late Imperial Period,10,300,500,200,0.49177244
2938,,A,Late Iron Age,5,-600,-580,20,0.87361383
2938,,A,Archaic Period,6,-580,-500,80,0.87361383
2938,,B,Early Imperial Period,8,-30,100,130,0.87361383
2938,,B,Mid-Imperial Period,9,100,300,200,0.87361383
2938,,B,Late Imperial Period,10,300,500,200,0.87361383
2939,,A,Early Imperial Period,8,-30,100,130,1.1151223
2939,,A,Mid-Imperial Period,9,100,300,200,1.1151223
2939,,A,Late Imperial Period,10,300,500,200,1.1151223
2940,,A,Republican Period,7,-200,-30,170,0.34907696
2941,tenuta dei Ponzoni,A,Early Imperial Period,8,-30,100,130,0.76178682
2941,tenuta dei Ponzoni,A,Mid-Imperial Period,9,100,300,200,0.76178682
2941,tenuta dei Ponzoni,A,Late Imperial Period,10,300,500,200,0.76178682
2942,,A,Republican Period,7,-200,-30,170,0.90060103
2942,,A,Early Imperial Period,8,-30,100,130,0.90060103
2942,,A,Mid-Imperial Period,9,100,300,200,0.90060103
2942,,A,Late Imperial Period,10,300,500,200,0.90060103
2943,fosso di Montegiardino,A,Early Imperial Period,8,-30,100,130,0.83227432
2943,fosso di Montegiardino,A,Mid-Imperial Period,9,100,300,200,0.83227432
2943,fosso di Montegiardino,A,Late Imperial Period,10,300,500,200,0.83227432
2944,fosso di Montegiardino,A,Republican Period,7,-100,-30,70,0.66352576
2944,fosso di Montegiardino,A,Early Imperial Period,8,-30,100,130,0.66352576
2944,fosso di Montegiardino,A,Mid-Imperial Period,9,100,300,200,0.66352576
2944,fosso di Montegiardino,A,Late Imperial Period,10,300,500,200,0.66352576
2945,Riserva Nuova,A,Early Imperial Period,8,-30,100,130,2.1415782
2945,Riserva Nuova,A,Mid-Imperial Period,9,100,300,200,2.1415782
2945,Riserva Nuova,A,Late Imperial Period,10,300,500,200,2.1415782
2946,Riserva Nuova,A,Early Imperial Period,8,-30,100,130,0.69360214
2946,Riserva Nuova,A,Mid-Imperial Period,9,100,300,200,0.69360214
2946,Riserva Nuova,A,Late Imperial Period,10,300,500,200,0.69360214
2947,,A,Early Imperial Period,8,-30,100,130,1.1596763
2947,,A,Mid-Imperial Period,9,100,300,200,1.1596763
2947,,A,Late Imperial Period,10,300,500,200,1.1596763
2948,,A,Archaic Period,6,-400,-350,50,0.6195417
2948,,A,Republican Period,7,-350,-200,150,0.6195417
2948,,B,Early Imperial Period,8,-30,100,130,0.6195417
2948,,B,Mid-Imperial Period,9,100,300,200,0.6195417
2948,,B,Late Imperial Period,10,300,500,200,0.6195417
2949,,A,Early Imperial Period,8,-30,100,130,1.1479205
2949,,A,Mid-Imperial Period,9,100,300,200,1.1479205
2949,,A,Late Imperial Period,10,300,500,200,1.1479205
2950,,A,Early Imperial Period,8,-30,100,130,0.57290596
2950,,A,Mid-Imperial Period,9,100,300,200,0.57290596
2950,,A,Late Imperial Period,10,300,500,200,0.57290596
2951,,A,Early Imperial Period,8,-30,100,130,0.65471011
2951,,A,Mid-Imperial Period,9,100,300,200,0.65471011
2951,,A,Late Imperial Period,10,300,500,200,0.65471011
2952,,A,Early Imperial Period,8,-30,100,130,0.52762449
2952,,A,Mid-Imperial Period,9,100,300,200,0.52762449
2952,,A,Late Imperial Period,10,300,500,200,0.52762449
2953,,A,Early Imperial Period,8,-30,100,130,0.51540911
2953,,A,Mid-Imperial Period,9,100,300,200,0.51540911
2953,,A,Late Imperial Period,10,300,500,200,0.51540911
2954,Ovile dell'Osa,A,Early Imperial Period,8,-30,100,130,0.57002193
2954,Ovile dell'Osa,A,Mid-Imperial Period,9,100,300,200,0.57002193
2954,Ovile dell'Osa,A,Late Imperial Period,10,300,500,200,0.57002193
2955,Ovile dell'Osa,A,Early Imperial Period,8,-30,100,130,0.61420339
2955,Ovile dell'Osa,A,Mid-Imperial Period,9,100,300,200,0.61420339
2955,Ovile dell'Osa,A,Late Imperial Period,10,300,500,200,0.61420339
2956,Ovile dell'Osa,A,Early Imperial Period,8,-30,100,130,0.55816805
2956,Ovile dell'Osa,A,Mid-Imperial Period,9,100,300,200,0.55816805
2956,Ovile dell'Osa,A,Late Imperial Period,10,300,500,200,0.55816805
2957,fosso dell'Osa,A,Archaic Period,6,-400,-350,50,1.475966
2957,fosso dell'Osa,A,Republican Period,7,-350,-200,150,1.475966
2957,fosso dell'Osa,B,Early Imperial Period,8,-30,100,130,4.6464138
2957,fosso dell'Osa,B,Mid-Imperial Period,9,100,300,200,4.6464138
2957,fosso dell'Osa,B,Late Imperial Period,10,300,500,200,4.6464138
2958,,A,Late Iron Age,5,-600,-580,20,0.50380099
2958,,A,Archaic Period,6,-580,-500,80,0.50380099
2958,,B,Early Imperial Period,8,-30,100,130,0.50380099
2958,,B,Mid-Imperial Period,9,100,300,200,0.50380099
2958,,B,Late Imperial Period,10,300,500,200,0.50380099
2959,,A,Early Imperial Period,8,-30,100,130,0.88716751
2959,,A,Mid-Imperial Period,9,100,300,200,0.88716751
2959,,A,Late Imperial Period,10,300,500,200,0.88716751
2960,,A,Early Imperial Period,8,-30,100,130,1.5513369
2960,,A,Mid-Imperial Period,9,100,300,200,1.5513369
2960,,A,Late Imperial Period,10,300,500,200,1.5513369
2961,,A,Early Imperial Period,8,-30,100,130,0.50585091
2961,,A,Mid-Imperial Period,9,100,300,200,0.50585091
2961,,A,Late Imperial Period,10,300,500,200,0.50585091
2962,,A,Early Imperial Period,8,-30,100,130,0.71598351
2962,,A,Mid-Imperial Period,9,100,300,200,0.71598351
2962,,A,Late Imperial Period,10,300,500,200,0.71598351
2963,Casalone dell'Osa,A,Late Iron Age,5,-600,-580,20,1.5856578
2963,Casalone dell'Osa,A,Archaic Period,6,-580,-350,230,1.5856578
2963,Casalone dell'Osa,A,Republican Period,7,-350,-30,320,1.5856578
2963,Casalone dell'Osa,A,Early Imperial Period,8,-30,100,130,0.57261908
2963,Casalone dell'Osa,A,Mid-Imperial Period,9,100,300,200,0.57261908
2963,Casalone dell'Osa,A,Late Imperial Period,10,300,500,200,0.57261908
2964,,A,Early Imperial Period,8,-30,100,130,0.43273741
2964,,A,Mid-Imperial Period,9,100,300,200,0.43273741
2964,,A,Late Imperial Period,10,300,500,200,0.43273741
2965,,A,Early Imperial Period,8,-30,100,130,0.29532567
2965,,A,Mid-Imperial Period,9,100,300,200,0.29532567
2965,,A,Late Imperial Period,10,300,500,200,0.29532567
2966,,A,Early Imperial Period,8,-30,100,130,0.29532886
2966,,A,Mid-Imperial Period,9,100,300,200,0.29532886
2966,,A,Late Imperial Period,10,300,500,200,0.29532886
2967,,A,Early Imperial Period,8,-30,100,130,0.62683767
2967,,A,Mid-Imperial Period,9,100,300,200,0.62683767
2967,,A,Late Imperial Period,10,300,500,200,0.62683767
2968,,A,Archaic Period,6,-400,-350,50,0.58897972
2968,,A,Republican Period,7,-350,-30,320,0.58897972
2968,,A,Early Imperial Period,8,-30,100,130,0.58897972
2968,,A,Mid-Imperial Period,9,100,300,200,0.58897972
2968,,A,Late Imperial Period,10,300,500,200,0.58897972
